,loss,accuracy,val_loss,val_accuracy
0,0.09753010421991348,0.9664047956466675,0.043168142437934875,0.9887745380401611
1,0.042735546827316284,0.9872332811355591,0.022393399849534035,0.9937269687652588
2,0.0340568833053112,0.9896683096885681,0.041065312922000885,0.9860232472419739
3,0.03250058367848396,0.9901911020278931,0.012763355858623981,0.996313214302063
4,0.024242928251624107,0.9923922419548035,0.012106767855584621,0.9960380792617798
5,0.02403893880546093,0.9923372268676758,0.014044556766748428,0.9951026439666748
6,0.019835053011775017,0.9935478568077087,0.026731956750154495,0.9904253482818604
7,0.01873328723013401,0.9937955141067505,0.022357948124408722,0.9922412633895874
8,0.01646414026618004,0.9943457841873169,0.010554403066635132,0.995872974395752
9,0.01470278762280941,0.9951574802398682,0.0077927131205797195,0.9969184994697571
10,0.01468641310930252,0.9946759343147278,0.011408320628106594,0.9951026439666748
11,0.012173199094831944,0.9961754679679871,0.007633546367287636,0.9966433644294739
12,0.011242023669183254,0.9961066842079163,0.002973296446725726,0.9988994598388672
13,0.011237245984375477,0.9963955879211426,0.01083420217037201,0.9960930943489075
14,0.011052973568439484,0.9965469241142273,0.004311911296099424,0.9987344145774841
15,0.010998044162988663,0.9963405728340149,0.0386134497821331,0.9860782623291016
16,0.009228970855474472,0.9966294765472412,0.013249640353024006,0.9957629442214966
17,0.008832007646560669,0.9969046115875244,0.002120733493939042,0.9990094900131226
18,0.007006090600043535,0.9977025389671326,0.007807022891938686,0.9973587393760681
19,0.008587506599724293,0.9973310828208923,0.01820233464241028,0.9951026439666748
20,0.010190394707024097,0.9965056777000427,0.003848375752568245,0.9983491897583008
21,0.006370426155626774,0.9979364275932312,0.00058892706874758,0.9998899698257446
22,0.006339408457279205,0.9979501962661743,0.0014890742022544146,0.9996148347854614
23,0.0069038644433021545,0.9977437853813171,0.003584694117307663,0.9984042048454285
24,0.004974594805389643,0.9981427788734436,0.0016314471140503883,0.9993396997451782
25,0.007532297167927027,0.9975925087928772,0.0013062326470389962,0.9996148347854614
26,0.005196685437113047,0.9984316825866699,0.002149940235540271,0.9991745948791504
27,0.00715893367305398,0.9977300763130188,0.004208694212138653,0.9991195797920227
28,0.004722741898149252,0.998528003692627,0.0010990614537149668,0.9996698498725891
29,0.005218321457505226,0.998252809047699,0.002141485223546624,0.9991195797920227
30,0.004471917636692524,0.9986380338668823,0.02128545567393303,0.9938920140266418
31,0.006022035144269466,0.9983215928077698,0.005613452754914761,0.9983491897583008
32,0.003520044730976224,0.9989407062530518,0.00039340529474429786,0.9999449849128723
33,0.004529820289462805,0.9985004663467407,0.00446122232824564,0.9988444447517395
34,0.005028326064348221,0.9984179139137268,0.010582592338323593,0.9962581992149353
35,0.003618875751271844,0.9987618327140808,0.00047208406613208354,0.9998899698257446
36,0.0036540748551487923,0.9988031387329102,0.006725034210830927,0.9985693097114563
37,0.003400164656341076,0.9990507364273071,0.0008083671564236283,0.999559760093689
38,0.005539427977055311,0.9983903765678406,0.0011011307360604405,0.999559760093689
39,0.002179002156481147,0.9992296099662781,0.00038307439535856247,0.9998899698257446
40,0.0029359140899032354,0.9991470575332642,0.0015555230202153325,0.9994497299194336
41,0.0034862924367189407,0.9990232586860657,0.0036128577776253223,0.9991195797920227
42,0.0041700974106788635,0.998789370059967,0.0009464235045015812,0.9997248649597168
43,0.001881691045127809,0.9993396401405334,7.433038263116032e-05,1.0
44,0.0026777791790664196,0.999215841293335,3.0234497899073176e-05,1.0
45,0.002595794154331088,0.9992433786392212,0.0001269036583835259,1.0
46,0.004520403686910868,0.9986380338668823,0.00041694415267556906,0.9999449849128723
47,0.001993071287870407,0.9994359612464905,0.0010140006197616458,0.9996148347854614
48,0.0007895159651525319,0.9997523427009583,0.00014475639909505844,1.0
49,0.0054567656479775906,0.9983628988265991,0.0001067956691258587,1.0
50,0.0001288015628233552,0.9999862313270569,9.308415428677108e-06,1.0
51,0.002915319288149476,0.999133288860321,0.00606826227158308,0.9985142946243286
52,0.004411465488374233,0.9986792802810669,0.00042107608169317245,0.9998348951339722
53,0.001504999352619052,0.9996285438537598,0.0010503653902560472,0.9996698498725891
54,0.0022520392667502165,0.999215841293335,7.181276305345818e-05,1.0
55,0.0031537478789687157,0.999133288860321,0.0007801384781487286,0.9997248649597168
56,0.003049347782507539,0.998871922492981,0.0001565813145134598,0.9999449849128723
57,5.1081868150504306e-05,1.0,5.140372650203062e-06,1.0
58,0.005894345231354237,0.9985830187797546,0.0002966057800222188,1.0
59,0.0031296417582780123,0.9991057515144348,0.00036139885196462274,1.0
60,0.00065161834936589,0.9998348951339722,0.0005333718145266175,0.9998899698257446
61,0.0033748026471585035,0.9990094900131226,6.5565065597184e-05,1.0
62,0.0020281989127397537,0.9995322823524475,3.137597013846971e-05,1.0
63,0.0008200983866117895,0.9997523427009583,0.003222869476303458,0.9992846250534058
